id,name,classification,index_acquired_by_public_company,headquarters_country_code,headquarters_state_code,headquarters_city,year_founded,summary,narrative,social_twitter,social_linkedin,social_facebook
28762,Kitchell Corporation,Private,No,US,AZ,Phoenix,1950,"Kitchell Corp is a privately-held general contracting and construction management company based in Phoenix, Arizona. Founded in 1950, the company specializes in construction, development, property management, engineering and architectural services.",,,,
29016,Oakwood Homes LLC,Private,No,US,CO,Denver,,"Oakwood Homes LLC is a privately-held residential construction company. Oakwood Homes LLC is headquartered in Denver, Colorado.",,,,
29245,"Harvest Power, Inc.",Private,No,US,MA,Waltham,2008,"<p>Harvest Power, Inc. is a privately-held clean technology company that specializes in waste plants into energy conversion. Harvest Power, Inc. was founded in 2008 by Paul Sellew and is headquartered in Waltham, Massachusetts.</p>","<p><span class=""Apple-converted-space"">The company is a</span> developer of organics-to-energy plants and compost production facilities in North America.&nbsp; Harvest Power&rsquo;s goal is to be a leader for North America&rsquo;s 500M+ tons/year of organic materials by providing communities with tailored solutions. The company harnesses value from organic materials through the production of renewable energy, soils, mulches, and natural fertilizers.<br /><br /><strong>Services<br /><br /></strong><em>End to End Organics Management</em><br />Offer services and products every step of the way: from processing organics, to producing clean energy, to product distribution.<br /><br /><em>Innovative Technology Solutions</em><br />We tailor anaerobic digestion systems to meet the needs of the local feedstock and community.</p>
<p>&nbsp;<br /><em>Feedstock Separation</em><br />We support by getting your stakeholders &ndash; and steak holders &ndash; to sort their scraps<br /><br /><em>Product Deployment</em><br />With distribution through 1200+ retail outlets we have the bandwidth to deploy top quality soil products.<br /><br /><strong>Stats<br /><br /></strong>1.8 million tons processed per year<br />65 million kilowatt hours generated per year<br />43 million bags of soil and mulch sold per year<br /><br /><strong>Anaerobic Digestion<br /></strong><br />Anaerobic digestion is a series of biological processes in which microorganisms&nbsp;break down biodegradable material in the absence of oxygen.&nbsp; Ideal materials for feedstocks include food waste, municipal wastewater solids, fats, oils and grease and livestock manure ; High-caloric feedstocks with lots of fat, sugar and starch typically yield more&nbsp;biogas than other materials.<br /><br />Anaerobic digestion is the logical next step (after communities implemented other options that&nbsp;represent the most efficiency for these materials (e.g. food waste reduction, food&nbsp;donation, backyard composting) because it adds value to the organic recycling process providing:</p>
<p><span style=""text-decoration: underline;"">Energy</span>:&nbsp;Anaerobic digestion provides biogas, a clean, local renewable&nbsp;energy source. <br /><br /><span style=""text-decoration: underline;"">Nutrients</span>:&nbsp;Anaerobic digestion provides nutrient-rich soil amendment sand natural fertilizers that can be returned to local landscapes.<br /><br /><span style=""text-decoration: underline;"">Maximum odor control</span>:&nbsp;Anaerobic digestion occurs in gas tight&nbsp;environments.</p>
<p><em>Anaerobic digestion consists of four stages that happen on the microscopic level:</em></p>
<p>1.&nbsp; Hydrolysis&nbsp;&ndash; Longer chain carbohydrates, fats and proteins are broken&nbsp;into shorter chain molecules<br /><br />2/&nbsp; Acidogenesis&nbsp;&ndash; Shorter chain molecules produce carbon dioxide,&nbsp;hydrogen sulfide and more volatile fatty acids<br /><br />3.&nbsp; Acetogenesis&nbsp;&ndash;&nbsp;Simple molecules created through the first two steps are&nbsp;digested by specific bacteria to produce acetic acids as well as hydrogen&nbsp;and carbon dioxide<br /><br />4. Methanogenesis&nbsp;&ndash; A&nbsp;certain class of bacteria known as methanogens&nbsp;utilizes the products developed in stages 1-3 and converts them into&nbsp;methane, carbon dioxide and trace amounts of other gases</p>",,,
29508,Mercedes-Benz of Baton Rouge,Private,No,US,LA,Baton Rouge,1992,"Founded in 1992, Mercedes-Benz is a privately-held company automotive dealership that specializes in new and pre-owned Mercedes vehicles. Mercedes-Benz of Baton Rouge is headquartered in Baton Rouge, Louisiana.",,,,
29891,"MediaMath, Inc.",Private,No,US,NY,New York,2007,"<p>MediaMath is a privately-held, venture capital backed advertising technology and software company. It introduced the first demand-side platform (DSP) in 2007. Demand-side platform is a software used by advertisers and agencies to buy advertising in an automated way. The platform helps advertisers make the best use of daily impressions and reach consumers individually. MediaMath is headquartered in New York, New York.</p>","<p><strong>As of Aug 2015:</strong><br /><br />Offices (16)<strong><br /></strong></p>
<p>US: New York, Boston, Chicago, San Francisco, Los Angeles, Miami, Raleigh, Dallas <br />EMEA: Berlin, London, Paris, Madrid <br />LATAM: Sao Paulo<br />APAC: Singapore, Tokyo, Sydney<strong><br /></strong></p>
<p><strong>Business Model</strong></p>
<p>MediaMath changed the digital advertising landscape with the introduction of the demand-side platform (DSP) in 2007. DSP provides advertisers with the ability to buy ad inventory through a real-time auction across a number of publishers and supply-side platforms, without the inefficiencies of human salespeople. MediaMath's flagship product TerminalOne Marketing Operating System provides media management, data management, cross channel ad serving, integrated decisioning and analysis, and other services to build advertising solutions. MediaMath utilizes the ad data to better target and match advertisers with the most suitable publishers. MediaMath aims to be an end-to-end enterprise solution company for advertisers, instead of just a DSP. It offers clients help with data integration, direct buys, and even setting up general buying practices.</p>
<p>The company has been profitable on the bottom line since 2012. 80% of the revenue is from recurring revenue from software licensing and margins. 20% of the revenue is from customer campaigns. It has more than 4,000 clients and over 55% of the Fortune 500 brands on its platform.</p>
<p><strong>Recent Developments</strong></p>
<p>In August 2014, MediaMath and Pervorm, a leading performance marketing agency, announced the launch of Open Seat. The product will enable advertisers to gain greater control and transparency in the media buying process.</p>
<p>In April 2014, it acquired Tactads, a firm that owns cookieless and cross-device targeting technology, to help bolster its mobile tech abilities. The technology and Tactads team will be used for its ConnectedID platform, which helps buyers advertise to the same people across screens.</p>
<p>In January 2013, MediaMath acquired Akamai's Advertising Decision Solutions Data Cooperative business. The data cooperative will let retail advertisers tap into aggregated purchase data from the retail industry overall. This will allow better ad-targeting for campaigns. MediaMath also became a exclusive licensee of Akami's pixel-free technology. Akami will also execute its ad buys for data products on MediaMath's platform, instead of its competitor Turn. <strong></strong></p>",MediaMath,www.linkedin.com/company/mediamath,www.facebook.com/MediaMath
30147,Credit Karma Inc.,Private,No,US,CA,San Francisco,2007,"<p>Credit Karma is a privately-held, venture capital backed web and mobile application based company that providers credit scores, credit reports/monitoring and a financial health dashboard. The company uses data provided by the national credit bureau TransUnion (TransRisk, VantageScore and Auto Insurance Score). Founded by Kenneth Lin in 2008, the company maintains headquarters in San Francisco, California.</p>","<p><strong>Company Offerings</strong><br /><br />Credit Report Card, which summarizes a consumer's credit report into categories with an A-F letter grade<br /><br />Credit Score Simulator, which simulates the effect of certain financial actions on credit scores<br /><br />Daily Credit Monitoring, which sends an email alert when something important changes in a consumer's TransUnion credit report. <br /><br />Insight, provides 360-degree view of financial health (checking and savings accounts, mortgages, car loans, student loans, credit cards)<br /><br />The company also offers financial account monitoring through Yodlee (account aggregation service). This allows consumers to track their banking, credit card, and loan transactions and balances via Credit Karma's platform.<br /><strong><strong><br />Revenue</strong></strong></p>
<p>All company offerings are currently free, and instead, individuals are targeted for assorted products including credit cards and loans. Through these ads, the company generates revenue as well as potentially&nbsp;taking a portion of a deal made between financial institutions and its members.</p>
<p><strong>Recent Developments</strong></p>
<p>In April 2015, Credit Karma&nbsp; announced it has begun rolling out an experience to provide free credit information and tools to the 15 million Americans who are considered by credit bureaus to be ""thin files,"" without enough credit history to generate a credit score.<br /><br />In August 2014, the FTC settled with Credit Karma in the case that Credit Karma misrepresented the security of their mobile apps and failed to secure the transmission of sensitive personal information. As a result, the applications were vulnerable to ""man in the middle"" attacks, which would allow an attacker to intercept information the apps sent or received. As part of the settlement, Credit Karma must establish a comprehensive security program to address security risks during the development of their applications and undergo independent security assessments every other year for the next 20 years.</p>",,,
30539,"MuleSoft, Inc.",Private,No,US,CA,San Francisco,2006,,,,,
33098,Balboa Travel Management,Private,No,US,CA,San Diego,1969,"Balboa Travel Management is a privately-held travel agency. Founded in 1969, Balboa Travel Management is headquartered in San Diego, California. Balboa Travel Management is a woman-owned company.",,,,
33602,Build Group,Private,No,US,CA,San Francisco,2007,,,,,
34355,AASKI Technology,Private,No,US,NJ,Ocean,1997,"AASKI Technology is a privately-held company that provides engineering and professional services. Founded in 1997, AASKI Technology is headquartered in Ocean, New Jersey.",,,,
34684,A Wireless,Private,No,US,NC,Greenville,1996,"A Wireless is a privately-held cellular products and services provider. Founded in 1996, A Wireless is headquartered in Greenville, North Carolina.",,,,
34780,Deloitte Digital,Private,No,US,WA,Seattle,1999,"<p>Ubermind is a privately-held mobile advertising agency. Founded in 1999, Ubermind is headquartered in Seattle, Washington with an additional office in Denver, Colorado.</p>",,deloitteDIGI_US,,www.facebook.com/deloittedigital
37221,"4INFO, Inc.",Private,No,US,CA,San Mateo,2004,"<p>4INFO is a privately-held mobile advertising company. 4INFO operates a mobile advertising network and provides SMS text messaging marketing services. 4INFO also provides SMS information query services for sports scores, news, weather, travel, and entertainment updates. Founded in 2004, 4INFO is headquartered in San Mateo, California.</p>","<p><strong>Business Overview</strong></p>
<p>4INFO provides SMS, display, and mobile advertising solutions to advertisers and brands. 4INFO SMS services reach millions of mobile phone users in the United States. Besides SMS, 4INFO also provides advertising services for iPhone and Android targeted applications and websites including rich mobile ad experiences and display ad placement and management. 4INFO seeks to be a one stop shop for mobile advertising campaigns providing everything from display ads to customized mobile solutions. 4INFO has offices in San Mateo, Los Angeles, New York, Chicago, and Boston.</p>
<p>4INFO SMS services allow publishers to send out SMS updates to millions of subscribers. 4INFO provides updates for sports scores, news, weather, travel, and entertainment content providers. In addition to publishing services, 4INFO runs ad campaigns using the information gathered from subscribers. </p>
<p>4INFO's AdHaven division develops a mobile ad platform that allows for customer targeting using data gathered through 4INFO's extensive SMS and mobile advertising campaigns. 4INFO also gathers information from advertising publishers which provide 4INFO with their own customer information to increase the effectiveness of the 4INFO platform. Application developers utilize the 4INFO AdHaven platform to maximize their mobile application revenue. </p>
<p><strong>Revenue Model</strong></p>
<p>4INFO generates revenue through fees from advertisers and brands for the use of 4INFO's mobile advertising and SMS advertising platforms. SMS platform prices can range from $15,000 to $75,000 a month for large brands and advertisers. Overall revenue streams are relatively stable given that advertising campaigns can range from weeks to months and require constant updating and renewal. Revenue growth comes from the attraction of new publishers to the SMS service or from the introduction of new advertisers and brands to 4INFO advertising services.</p>
<p>As of January 2011, mobile display advertising accounts for 80% of revenue, while SMS messaging only accounts for 20%. This means that 4INFO has converted some old SMS customers to mobile advertising or has managed to get customers to use both services. Cross selling of SMS to mobile and vice versa has the potential to further grow 4INFO's revenue.</p>
<p><strong>Competitive Strengths</strong></p>
<p>4INFO boasts the largest SMS advertising platform. This allows 4INFO to leverage the vast amounts of user information from SMS campaigns in its additional online, application, and mobile advertising services. Additionally, 4INFO's SMS database allows it to link publisher data and user information with phone numbers. Thus, 4INFO has an advantage over competing mobile advertising solutions, which do not have the same database to draw from.</p>
<p><strong>Competitive Landscape</strong></p>
<p>4INFO competes with both large and small advertising services providers. Although 4INFO dominates the SMS advertising and publishing industry, it faces heavy competition in the online and mobile ad markets. Companies such as Apple, which acquired Quattro, and Google, which acquired AdMob, have developed their own mobile advertising platforms that overlap with the capabilities of 4INFO's services. The main points of competition in the mobile space are return on investment for advertisers, revenue maximization for developers, consumer information databases, and mobile platform cross compatibility.</p>
<p><strong>Risk Factors</strong></p>
<p>Movement away from SMS advertising campaigns has the potential to remove a significant portion of 4INFO's revenue. 4INFO has moved more towards mobile advertising services, but some resources are still dedicated to SMS. Thus, the shrinking market for SMS advertising is a minor risk factor that is already pushing 4INFO towards the AdHaven mobile platform instead of SMS publishing.</p>
<p>4INFO also risks being overshadowed by larger ad platforms. Google and Apple's ad platforms are optimized and built for their own mobile operating systems, and have the potential to take market share away from 4INFO if they are not already. Thus, it may be more difficult for 4INFO to retain and attract large advertisers and brands leading to lower revenues and smaller market share.</p>
<p><strong>Key Acquisitions</strong></p>
<p>4INFO's acquisition of Butter in June, 2010 signaled 4INFO's continued focus on mobile advertising over its traditional SMS advertising services. Butter provided rich advertising experiences for both the Android and iOS platforms. The acquisition extends 4INFO's mobile services into customized app experiences and mobile web advertising design and integration.</p>
<p><strong>Developments</strong></p>
<p>In July 2011, 4INFO partnered with Datalogix to provide AdHaven customers extended reach in their advertising campaigns. The partnership combines the Datalogix and 4INFO databases to increase the potential audience for advertisers.</p>",,,
37677,Hudson Realty Capital,Private,No,US,NY,New York,2003,Hudson Realty Capital is a privately-held real estate fund manager. Hudson Realty Capital is headquartered in New York New York.,,,,
44566,"TOMS Shoes, Inc.",Private,No,US,CA,Santa Monica,2006,"<p>TOMS Shoes, Inc. is a privately-held, private equity-backed company that produces and sells footwear, eyewear, and apparel for women, men, and children. TOMS also markets and sells coffee through its existing distribution channels, which include its website and retailers like Whole Foods Markets. TOMS Shoes, Inc.'s signature item is its line of <em>alpargata</em>-style canvas shoes. TOMS Shoes has a philanthropy-integrated business model through its ""One for One"" program, which donates a pair of shoes or provides vision care with every purchase of either shoes or sunglasses, respectively [see exhibit for discussion on local economic effects]. TOMS Shoes, Inc. was founded in 2006 by Blake Mycoskie, and the company's headquarters are located in Santa Monica, California.</p>","<p><strong>Business Model</strong></p>
<p>TOMS Shoes, Inc. is a privately held company that manufactures and sells footwear, eyewear, apparel and coffee. TOMS Shoes, Inc. operates manufacturing locations in China, Ethiopia, and Argentina, where shoes are produced on a made-to-order basis, and expects by 2015 to perform 50% of all its manufacturing in the markets its philanthropy serves. <br /><br />TOMS Shoes, Inc. is publicly committed to adhering to fair labor practices and sourcing labor and environmentally conscious materials. (For more information, see ""Corporate Responsibility"" below.) For every item bought online or in stores, TOMS Shoes, Inc. donates a pair of shoes, eye glasses, or provides vision care for someone in need. TOMS Shoes, Inc. follows a ""philanthropic capitalism"" business model premised on simultaneous revenue growth and philanthropic advancement.<br /><br />Similarly, the company launched TOMS Roasting in 2014; with each purchase of coffee, the company works with ""giving partners"" to provide 140 liters of safe water (a one week supply) to a person in need.</p>
<p><strong>Revenue</strong></p>
<p>TOMS Shoes, Inc. generates revenue through the wholesale of its products to third party retailers, including Neiman Marcus, Nordstrom, and Whole Foods, as well as through its own online website.The classic canvas shoes cost about $45, while other styles can cost up to about $100. TOMS Shoes, Inc. also offers a product line that caters specifically to vegans that contains no animal-based materials. TOMS Shoes, Inc.'s offers sunglasses in many styles for both men and women, and range from $120-$150 per pair. Similar to its model with shoes, TOMS donates to charities that provide eyeglasses to people in need. In 2014, TOMS announced that it will begin selling fair-trade coffee through its existing sales channels, typically high-end markets, with the goal of further monetizing its customer base and staying ""top of mind"" among them between sales for their canvas shoes.<br /> <strong><br />Costs</strong></p>
<p>TOMS Shoes, Inc.'s primary costs are raw material and equipment purchases, facilities maintenance and expansion, and labor expenses in design, manufacturing, sales, and corporate divisions. TOMS Shoes, Inc. incurs relatively little marketing expenses as it communicates with consumers and the public primarily through social media and public relations engagements such as fashion shows, campus-based community service initiatives, and advertising partnerships with companies such as AT&T. TOMS Shoes' biggest cost center is its philanthropic activities.</p>
<p><strong>Strengths</strong></p>
<p>TOMS Shoes, Inc.'s ""philanthropic capitalism"" model garnered a lot of publicity upon the company's launch in 2006, and has helped distinguish their brand from its competitors. The company has been particularly successful at capturing younger demographics by integrating retail fashion, civic engagement, and the increasingly popular trend towards ""greener"" and labor-friendly manufacturing.</p>
<p><strong>Risks</strong></p>
<ul>
<li>Intellectual property theft or legal action</li>
<li>Brand and reputation damage</li>
<li>Competition, particularly from other socially conscious consumer product brands</li>
<li>Changing consumer tastes</li>
<li>Economic conditions and seasonality of demand</li>
</ul>
<p><strong>Recent Developments<br /></strong></p>
<p>In August 2015, founder and CEO Blake Mycoskie announced that he would be taking 12 weeks off after the birth of his son. Mycoskie said his paternity leave would serve 2purposes: to spend time caring for his newborn baby and to set an example for his employees.</p>
<p><strong>Company History</strong></p>
<p>While competing on the second season of the popular reality television show, ""The Amazing Race,"" Blake Mycoskie visited Argentina and noticed that many children did not have the means to buy shoes. Mycoskie found that shoes for children was an important public welfare cause because Argentina's shoeless children were subject to a variety of health risks and were not allowed to attend school. Upon returning to the United States, he founded ""Shoes for Tomorrow Project,"" a company dedicated to donating a pair of shoes to a child in need for every pair sold. ""Shoes for Tomorrow Project"" gradually evolved into TOMS Shoes.</p>
<p>Mycoskie started TOMS with $300,000 of his own money in his loft apartment in Venice, California, having each pair specially made to order. By October 2006, TOMS moved into a warehouse located in Santa Monica, CA, where TOMS Shoes, Inc. maintains its headquarters today.</p>
<p><strong>Philanthropy</strong></p>
<p>Friends of TOMS, the company's non-profit foundation, is responsible for organizing volunteer activities, shoe and glasses donations, as well as the vision care that its beneficiaries receive. Friends of TOMS is not a corporation-backed foundation that the company supports through donations; rather, it is a necessary part of TOMS' distinct business model. Friends of TOMS leads three service initiatives: One Day Without Shoes, World Sight Day, and Ticket to Give. One Day Without Shoes and World Sight Day raise awareness about health risks associated with not wearing shoes, visual impairment, and blindness around the world. Ticket to Give is an opportunity for TOMS supporters to partake in volunteer service trips to distribute the company's donations in different countries. Friends of TOMS also provides resources to students through their website,www.tomscampusprograms.com,to help spread awareness of their campaign and become involved with the company's philanthropic efforts.</p>
<p><strong>Corporate Responsibility</strong></p>
<p>In its commitment to fair-labor and environmentally sustainable design and manufacturing practices, TOMS Shoes, Inc. is a member of the American Apparel and Footwear Association, the Textile Exchange, and the Fair Labor Association. The company actively participates on committees and at industry conferences to promote more ""socially responsible"" business strategies. In addition, TOMS Shoes, Inc. regularly undergoes third-party reviews of their suppliers and manufacturing facilities to ensure the integrity of their corporate responsibility promise.</p>",TOMSshoes,,www.facebook.com/toms
49688,The Quantum Group Inc,Private,No,US,FL,Wellington,,,,,,
50497,John Varvatos Enterprises Inc.,Private,No,US,NY,New York,2000,"<p>John Varvatos Enterprises is a privately held luxury apparel designer, producer, and retailer based out of New York, New York.</p>",,,,
50599,Kixeye,Private,No,US,CA,San Francisco,2007,,"<p><strong>Business Overview</strong></p>
<p>Kixeye is a privately-held social game developer specializing in enhanced gaming experiences for social media platforms including Facebook. The company's popular titles include Backyard Monsters, Battle Pirates and War Commander. With these titles and other titles currently in development, the company is targeting the ""hardcore gamer"" audience, a demographic that is traditionally willing to pay for games. Kixeye focuses on high production quality, user engagement and user retention.</p>
<p>Kixeye is focused on developing games for the browser, a relatively new platform for gaming. Although the company has already achieved considerable traction with its current offerings, the current gaming experience via Facebook and the internet browser still falls short of the full console gaming experience to which many hardcore gamers are typically accustomed. In that respect, the company sees significant potential in its future offerings which will maximize higher quality 3D graphic technology. The company is investing heavily in game development that can enable web-based games to take advantage of 3D hardware in computers via technologies such as Adobe Flash 11.2 and Unreal Engine 3.</p>
<p>Kixeye will expand beyond its current portfoloio of strategy games. The company hopes to launch 3 to 4 new titles in 2012 including an action role-playing game. By 2013, the company plans on launching a larger-scale MMO (massively multiplayer online) game similar to the popular World of Warcraft.</p>
<p><strong>Revenue Model</strong></p>
<p>Kixeye's games are free to play. However, the company generates revenues through the sale of virtual goods to highly engaged users that are willing to pay for the opportunity to better compete in games. The company estimates that 6%-9% of players are paying customers. In contrast, the paying customer segment for Zynga, a major competitor in the social gaming space, is only 2%-3%. The company also estimates that it retains its customers for five times longer than other popular social games. This results in an average revenue per daily active user of up to 20 times more than the 4 cent average for social games daily active users.</p>
<p>Unlike major competitors, Kixeye does not generate revenues through advertising and will continue to focus on developing games of high production value that can generate more money per user. Kixeye's target audience, ""hardcore gamers,"" are traditionally used to paying $30-$60 per title for consoles which range in price of $150-$300. The company sees significant potential in being able to redirect a portion of their target audience's budget towards their online social gaming platform. The company has been profitable since January of 2011 and raised additional venture capital funding in August 2011.</p>
<p><strong>Distribution</strong></p>
<p>Making games accessible via Facebook will continue to be the focus of Kixeye's distribution as it is a highly efficient way to gain access to new users. Facebook has more than 800 million users and has a dedicated team focused on improving distribution of gaming on its platform. Kixeye has also partnered with Viximo, a cross-platform distributor of online social games. Viximo distributes Kixeye's Backyard Monsters to the Yahoo Games and Yahoo Messenger platforms.</p>
<p><strong>Competition</strong></p>
<p>The online social game space is increasingly competitive. Kabam, Inc. is a direct competitor of Kixeye that also focuses on the ""hardcore gamer"" demographic. The company has raised $130 million in funding and has expanded distribution to more than half a dozen platforms. Activision Blizzard and Electronic Arts, developers for traditional gaming consoles, are diversifying into the online social gaming space by offering existing popular titles such as Command & Conquer and The Sims. Zynga, a pioneer in online social gaming, has over 240 million users and raised more than $1 billion in an initial public offering in December 2011.</p>",kixeye,,
54608,"TrustHouse Services, Inc.",Private,No,US,NC,Charlotte,2008,"<p>TrustHouse Services, Inc. is a privately-held, private-equity backed provider of food services for educational, healthcare, and correctional insitutions. TrustHouse Services' headquarters is based in Charlotte, North Carolina. TrustHouse Services has been owned by Private Equity Gryphon Investors since 2008.</p>",,,,
65142,U.S. Alliance Group Inc.,Private,No,US,CA,Foothill Ranch,,,,,,
65148,Worldview Travel,Private,No,US,CA,Santa Ana,1974,,,,,
87349,EBSCO Publishing,Private,No,US,MA,Ipswich,,"EBSCO Publishing Inc. is a privately-held online database company. The headquarters of EBSCO Publishing Inc. are located in Ipswich, Massachusetts.",,,,
87987,China Construction America,Private,No,US,NJ,Jersey City,,"China Construction America is a privately-held general contractor. The headquarters of China Construction America are located in Jersey City, New Jersey.",,,,
95137,SummerHill Homes,Private,No,US,CA,Palo Alto,1976,"SummerHill Homes is a privately-held construction and real estate development company that specializes in building residential homes. SummerHill Homes operates in the Western region of the United States. SummerHill Homes headquarters are located in Palo Alto, California. SummerHill Homes was founded in 1976.",,,,
95211,Wood Partners,Private,No,US,GA,Marietta,1998,"Wood Partners is a privately-held construction and real estate development company that specializes in building residential homes. Wood Partners operates in the Northeastern, Southern, Southwestern, and Western regions of the United States. Wood Partners headquarters are located in Marietta, Georgia. Wood Partners was founded in 1998.",,,,
96670,"Tecomet, Inc.",Private,No,US,MA,Wilmington,1963,"<p>Tecomet, Inc. is a company that specializes in various metalworking services, including net shape forging, precision machining, and photochemical etching. The company through acquisitions offers an array of services with a particular focus on life science applications. Tecomet, Inc. is based in Wilmington, MA and was founded in 1964.</p>","<p><strong>Business Overview</strong></p>
<p>Tecomet is engaged in the manufacture of custom and catalog machined metal parts, either custom-made using CNC or off-the-shelf components. In addition to metal parts, Tecomet also offers specialist surface treatment, high-precision welding and joining, photochemical machining and precision finishing. Tecomet offers its products to a number of applications, particularly medical, aerospace and industrial markets.</p>",,,
97914,Bowlmor AMF Corp.,Private,No,US,NY,New York,1995,"<p>Bowlmor AMFCorp. is a privately-held chain of bowling alleys. AMF Bowling Corp. was incorporated after the Chapter 11 was filed in May 2012. The new company is combined with Strike Holdings LLC (doing business as Bowlmor Lanes). Bowlmor AMF Corp. headquarters are located in New York, NY.</p>",,,,
98226,Caerus Oil and Gas LLC,Private,No,US,CO,Denver,,"Teton Energy Corporation is a privately-held company that operates in the oil and gas drilling industry. Teton Energy Corporation headquarters are located in Denver, Colorado.",,,,
128966,Gulf Shores Consulting & Acquisitions Llc,Private,No,US,NE,Lincoln,1998,"Gulf Shores Consulting & Acquisitions Llc is a privately-held specialty contractor that specializes in concrete construction. Gulf Shores Consulting & Acquisitions Llc headquarters are located in Lincoln, Nebraska.",,,,
129090,Largo Concrete Inc.,Private,No,US,CA,Tustin,1989,"Largo Concrete Inc. is a privately-held specialty contractor that specializes in concrete construction. Largo Concrete Inc. headquarters are located in Tustin, California.",,,,
131454,Uno Chicago Grill,Private,No,US,MA,West Roxbury,,"<p>Uno Chicago Grill, a franchisee of Uno Restaurant Holdings Corp., is a privately-held pizza restaurant chain. Uno Chicago Grill headquarters are located in West Roxbury, Massachusetts.</p>",,,,
132647,RE/MAX DFW Associates,Private,No,US,TX,Coppell,1983,"RE/MAX DFW Associates, a franchisee of RE/MAX, LLC, is a privately-held real estate firm. RE/MAX DFW Associates headquarters are located in Coppell, Texas.",,,,
136159,KIND LLC,Private,No,US,NY,New York,2003,"<p>KIND LLC, also known as KIND Healthy Snacks, is a privately-held company that manufactures snack bars and granola bars that are sold through food markets and convenience stores. KIND headquarters are located in New York, New York. KIND was founded by Daniel Lubetzky in 2003.</p>","<p><strong>Business Overview</strong></p>
<p>Kind LLC designs and produces snack bars and granola bars focused on health-conscious consumers. The company distributes through a number of convenience stores and supermarkets across the United States. Kind LLC's snack bars are focused on using all-natural ingredients that are generally gluten-free and free of genetically-modified organisms.</p>
<p>Kind LLC was founded by Daniel Lubetzky, who started the company in 2003. Since that time, the company has expanded, with flavors that run a much broader gamut after his introduction of the flavor sampling program in 2009. Other challenges in growing the business involved production of the KIND bars, whose batch size needed to be increased and which initially were cut by hand until the process became significantly more automated.</p>
<p><strong>Recent Material Developments</strong></p>
<p>In February, 2014, Kind LLC brought a lawsuit against rival Clif Bar & Company (see attached exhibits), arguing that Clif Bar's products are infringing on Kind's trademarks and are creating confusion for consumers.</p>",kindsnacks,,www.facebook.com/KINDSnacks
136859,The Select Family of Staffing Companies,Private,No,US,CA,Santa Barbara,1985,,,,,
136865,Target Logistics,Private,No,US,MA,Boston,1978,,,,,
137102,ZT Wealth,Private,No,US,TX,Pearland,1997,"ZT Global Investments is a privately-held financial services firm. ZT Global Investments headquarters are located in Pearland, Texas. ZT Global Investments was founded in 1997.",,,,
141542,"Indeed, Inc.",Private,No,US,CT,Stamford,2004,,"<p><strong>Business Model Overview</strong></p>
<p>Indeed, Inc., previously known as Indeed Search, LLC (changed name in 2005), is a privately-held company that operates a website that aggregates career postings from third party websites such as job boards, newspapers, and company career pages. Indeed was founded by Rony Kahan and Paul Forster in 2004 and is headquartered in Stamford, Connecticut.</p>
<p><img style=""display: block; margin-left: auto; margin-right: auto;"" title=""name change"" src=""http://farm9.staticflickr.com/8114/8660128491_d553bb34a5_b.jpg"" alt=""name change"" width=""500"" height=""604"" /></p>
<p>Indeed is one of the largest career indices in the world and updates its database daily. Since its founding, Indeed has been the largest source of external hires through online services. Indeed has initiated projects such as analyzing its job database for trends in employment characteristics to provide research to countries and companies. Indeed has gradually built upon its core competency of job posting aggregation and realized the value of the data they provided, and has been able to analyze statistics such as the most desirable career skills, employment distribution, and most active hirers.</p>
<p><img style=""display: block; margin-left: auto; margin-right: auto;"" title=""office"" src=""http://farm9.staticflickr.com/8123/8661215386_e0467cb37c_z.jpg"" alt=""office"" width=""500"" height=""334"" /></p>
<p>&nbsp;</p>
<p>In contrast to traditional job board business models, the company allows employers to search its database of resumes, developing a two way interaction in the recruitment process. &nbsp;Its feature Jobroll also allows users to add a custom feed of jobs to their site.</p>
<p>Indeed operates a search advertising revenue model by deriving its revenues from employers who pay for sponsorship of their positions. Sponsored positions are advertised at the forefront for the search results and the advertisers are charged on a per click basis. Sponsored positions have statistically proven higher conversion rates as they are ranked by relevance and by bid.</p>
<p>With rising tuition cost, lower university budgets, and increased unemployment in recent years, career search optimization entities such as Indeed have been able to significantly increase their client base particularly among academic institutions.</p>
<p><strong>Recent Developments</strong></p>
<p>In June 2011, Indeed, Inc. was awarded trademark rights for its logo. See attached exhibits for more details.</p>
<p><img style=""display: block; margin-left: auto; margin-right: auto;"" title=""logo"" src=""http://farm9.staticflickr.com/8114/8661393348_39fd68b952_b.jpg"" alt=""logo"" width=""500"" height=""599"" /></p>
<p>In September 2011, Indeed, Inc. revealed Indeed Resume, allowing employers to search its database for potential candidates.</p>
<p>In September 2012, Indeed, Inc. was acquired by Recruit Co. Ltd, a subsidiary of Tokyo based Recruit Group, Ltd. Indeed, Inc. operated primarily in North America, Western Europe, and Australia. With limited exposure to Asia, Recruit Group, Ltd. significantly increased its global exposure.</p>
<p>In April 2013, Indeed, Inc. introduced its Indeed Resume product to its international markets in the United Kingdom, Spain, France, India, Australia, and the Netherlands.</p>",,,
154213,Choxi.com Inc.,Private,No,US,NY,New York,2010,"<p>Choxi.com Inc.is a privately-held, venture backed online discount retailer. The company was formerly known as NoMoreRack, and rebranded to Choxi in April 2015. Choxi has headquarters in New York, New York.</p>",,shopchoxi,www.linkedin.com/company/choxi-com-inc-,www.facebook.com/shopchoxi
